date,AAPL,MSFT,NVDA,JPM,XOM,AMZN,META,GOOGL,TSLA,UNH
2021-01-05,0.012287445643473217,0.0009642700864542263,0.02196686501052013,0.0054268005019093655,0.04706729992005632,0.009954646073317086,0.007519467358005535,0.008032001893403659,0.007290726849836652,-0.013538986712188155
2021-01-06,-0.034240863570164204,-0.026271295759492632,-0.06076204333853798,0.04588671148054299,0.025197284729429496,-0.025211776834210834,-0.02867585616320951,-0.009916601637337744,0.027994766442436515,0.04110982067687956
2021-01-07,0.03355389762722146,0.02805949449368924,0.056219908307188114,0.032311509650956895,0.00781517625674022,0.007548565530855581,0.020412285855184783,0.029431119426685318,0.07644846869014829,0.01590518933666748
2021-01-08,0.008594429567179198,0.006074294231170874,-0.005052508991911027,0.0011032963243653986,0.011059328444166246,0.006474509430722278,-0.004362946104238581,0.013152031237827785,0.07548123816080572,-0.004502675209804736
2021-01-11,-0.02352345962509253,-0.00974584088804153,0.0256349227746506,0.01481417979961169,0.029905106049504113,-0.021754382256951105,-0.040928014763911724,-0.023376769865220446,-0.08144231364811663,-0.007291645440943998
2021-01-12,-0.0013965380875337824,-0.011840380278979384,-0.01008997802619592,0.015596400711644432,0.0219602958101853,0.002123540741920703,-0.022642026578014857,-0.010796660501676297,0.046075003355075396,-0.009413444759120851
2021-01-13,0.01609649458265066,0.006538710305882994,0.0034794298408795826,0.000926562914685567,0.011214902976107773,0.014335165650269394,0.0021881139298637084,0.005636139304333687,0.00583390055163722,-0.006541229649763278
2021-01-14,-0.015242829681310468,-0.015464993560237584,-0.024803160058273405,0.005825556451506006,0.0382911061108926,-0.01220978211670719,-0.024132383204165463,-0.009390094431001039,-0.011074621019438693,-0.012784228137882816
2021-01-15,-0.013825544511341178,-0.001738580993399366,-0.02615284284444727,-0.018083904511538983,-0.04929707613055371,-0.007452299659631569,0.023019083801951695,-0.0019084275957766403,-0.02254816438492551,0.0021943383575932364
2021-01-19,0.005412386640303639,0.017665883246405854,0.012807095293108226,-0.004337294734974468,0.019642884144975774,0.005304424924284414,0.03801742105632929,0.03237684434995257,0.022015499815695144,0.0025304088846929656
2021-01-20,0.03232796879092647,0.03584929472206401,0.025805670609404786,-0.015109152281410123,0.01402874007884201,0.044686981065348005,0.024141325068867747,0.05218751798760578,0.00696170884124915,-0.0038407716949011793
2021-01-21,0.03600241400202557,0.00280412233532826,0.036852542331038525,-0.008419614610998704,-0.02908846867500058,0.01327491862890803,0.019950576406771135,0.0021676438490274017,-0.006440854103183227,0.01178777305173042
2021-01-22,0.015946023775009276,0.004346783635341267,-0.01124028169045892,-0.0077433400695790106,-0.014235052739272057,-0.004473303364494828,0.005955782828276683,0.004453835438000759,0.0019507385857471659,-0.021209515882595478
2021-01-25,0.02730742701058153,0.015720002169689537,-0.004330136979423797,-0.012560870783563372,-0.01123739347469491,0.0005374909810066927,0.012705994503267403,0.0009083995626315587,0.039555086200732226,0.0007479997148284142
2021-01-26,0.0016776675216519836,0.012125126774498934,-0.016095677194719323,-0.004095416617633473,-0.02220642572821801,0.009706872588035214,0.014427021131496713,0.007190442717228419,0.002596544878530684,-0.013605218556675546
2021-01-27,-0.007713421832846319,0.0024504575263466187,-0.03927964615342766,-0.028678997931823515,-0.011401058484090319,-0.028528919404602372,-0.03576760389410005,-0.04777546941648164,-0.021669174678462418,-0.029938632134725106
