date,portfolio_pnl
2021-06-14,8116.341276282677
2021-06-15,-2828.459958411753
2021-06-16,-1550.42740217736
2021-06-17,7584.43387677893
2021-06-18,-14368.936906157527
2021-06-21,12837.642718104646
2021-06-22,14239.122013855958
2021-06-23,6768.294539260445
2021-06-24,7144.157225577161
2021-06-25,-2241.8007176565006
2021-06-28,14376.869666465092
2021-06-29,-1990.994102147175
2021-06-30,855.5177922530565
2021-07-01,7556.979231482837
2021-07-02,13875.563938582083
2021-07-06,-232.09523411211558
2021-07-07,-3220.786285349168
2021-07-08,-10322.629951946437
2021-07-09,12569.715986352647
2021-07-12,12178.397745338734
2021-07-13,-4950.8097471478395
2021-07-14,-7133.075932606123
2021-07-15,-12088.41174478666
2021-07-16,-18869.26919381763
2021-07-19,-16839.894716651877
2021-07-20,13855.006095226388
2021-07-21,16888.098639166914
2021-07-22,5510.6937469062395
2021-07-23,14882.78865302843
2021-07-26,6712.756915147649
2021-07-27,-13130.436497212155
2021-07-28,7496.80683888169
2021-07-29,2788.679846517509
2021-07-30,-15300.698358146707
2021-08-02,3838.442016300978
2021-08-03,9476.870805762941
2021-08-04,153.40639000805095
2021-08-05,7689.019628470996
2021-08-06,160.0000973106362
2021-08-09,-1538.4721007284243
2021-08-10,-1213.436111192219
2021-08-11,-2815.4830862437375
2021-08-12,9308.242345262319
2021-08-13,1685.3822588478215
2021-08-16,-2371.283743341686
2021-08-17,-15892.050860553049
2021-08-18,-12995.233607287519
2021-08-19,4239.864988486515
2021-08-20,18260.24623930035
2021-08-23,25997.185225014342
2021-08-24,2860.730061086826
2021-08-25,5952.436076893704
2021-08-26,-8225.796515842667
2021-08-27,18293.972442617174
2021-08-30,10435.422335457522
2021-08-31,-4819.364892887184
2021-09-01,791.5667901020497
2021-09-02,482.4456460541114
2021-09-03,3869.9906095177867
2021-09-07,4989.034442850389
2021-09-08,-8958.649441814981
2021-09-09,-4170.408432835247
2021-09-10,-12640.991401448846
2021-09-13,8578.051690446911
2021-09-14,-3721.6695157082286
2021-09-15,14331.155604303582
2021-09-16,-3244.2319465151522
2021-09-17,-15062.04570731963
2021-09-20,-33825.60731639783
2021-09-21,3319.790954757016
2021-09-22,13219.252148421248
2021-09-23,17598.800159822917
2021-09-24,6333.172216373263
2021-09-27,783.4164469519164
2021-09-28,-31623.123011753196
2021-09-29,-2190.4984011226334
2021-09-30,-9947.411245652242
2021-10-01,17586.552457676735
2021-10-04,-24570.96277303109
2021-10-05,19532.061279447982
2021-10-06,5903.242286493769
2021-10-07,12026.98115960951
2021-10-08,2276.742771502584
2021-10-11,-10042.824110378977
2021-10-12,-5733.018733368255
2021-10-13,2768.151043005055
2021-10-14,27669.086550340988
2021-10-15,14336.198678302113
2021-10-18,14838.797182629583
2021-10-19,7996.775251664687
2021-10-20,2301.025817373302
2021-10-21,9310.019422019599
2021-10-22,-8560.830551235704
2021-10-25,22043.839899859857
2021-10-26,17138.898002285045
2021-10-27,5933.01785643585
2021-10-28,18641.213916184613
2021-10-29,15220.22865353711
2021-11-01,9676.471796690254
2021-11-02,1198.5792113761418
2021-11-03,13018.068031639094
2021-11-04,33007.66897402494
2021-11-05,3826.1594398766756
2021-11-08,2590.972823434742
2021-11-09,-17950.025044296635
2021-11-10,-21731.269792707637
2021-11-11,6374.479207336204
2021-11-12,8022.5032525593415
2021-11-15,-4166.4813600936905
2021-11-16,7201.172807622002
2021-11-17,-3539.340048149228
2021-11-18,26954.22552827513
2021-11-19,7303.705425182357
2021-11-22,-9961.209607858444
2021-11-23,-499.1605465435423
2021-11-24,11072.094448941993
2021-11-26,-44066.305430155015
2021-11-29,39015.48293539975
2021-11-30,-22787.21599146817
2021-12-01,-25888.69333755481
2021-12-02,11731.76754785236
2021-12-03,-30900.85724865552
2021-12-06,11390.94336241996
2021-12-07,47380.3903443662
2021-12-08,4910.632114120992
2021-12-09,-21053.707475392614
2021-12-10,8850.614342451561
2021-12-13,-34343.34397610021
2021-12-14,-7622.169278922491
2021-12-15,36579.18872655416
2021-12-16,-38317.416804028675
2021-12-17,-15988.946892275708
2021-12-20,-18567.35939652915
2021-12-21,35273.33022231073
2021-12-22,23079.28234768426
2021-12-23,14262.487666057888
2021-12-27,28885.808453691425
2021-12-28,-6767.341693555471
2021-12-29,-5221.657186947297
2021-12-30,-9142.531071059639
2021-12-31,-10570.967204055516
2022-01-03,39809.10497306124
2022-01-04,-13113.65337201953
2022-01-05,-45868.708812491735
2022-01-06,-271.3772799905855
2022-01-07,-14035.95967967459
2022-01-10,6360.257300301222
2022-01-11,21296.35832720832
2022-01-12,12057.528481896967
2022-01-13,-41558.84025919647
2022-01-14,7156.18988533481
2022-01-18,-32318.918451460544
2022-01-19,-17144.168719618116
2022-01-20,-15673.975330202142
2022-01-21,-36838.09651839174
2022-01-24,3199.218372442061
2022-01-25,-20002.863331841538
2022-01-26,9329.447221587645
2022-01-27,-18645.87886767299
2022-01-28,34897.71266986523
2022-01-31,44993.449348375434
2022-02-01,18451.63884296897
2022-02-02,19129.229121034034
2022-02-03,-65388.708537953906
2022-02-04,26932.246368451975
2022-02-07,-7953.94304863154
2022-02-08,9431.535834276583
2022-02-09,25474.3716182739
2022-02-10,-29891.051983331563
2022-02-11,-37362.80206210865
2022-02-14,1249.0346887733322
2022-02-15,32680.28302230104
2022-02-16,2241.1205870239064
2022-02-17,-46192.86084869946
2022-02-18,-18526.80616652849
2022-02-22,-16993.826010924997
2022-02-23,-32241.065884366864
2022-02-24,30577.582132423762
2022-02-25,25759.28409320209
2022-02-28,8170.892980709206
2022-03-01,-18847.715115398867
2022-03-02,24242.158805060666
2022-03-03,-16103.065810174448
2022-03-04,-7879.345238928217
2022-03-07,-40865.97215510323
2022-03-08,-858.3896552361548
2022-03-09,33587.93865123624
2022-03-10,-933.9210246058647
2022-03-11,-27903.401788182324
2022-03-14,-27287.3434523046
2022-03-15,27839.190149357077
2022-03-16,40590.37525838986
2022-03-17,21639.15168151143
2022-03-18,29821.007174934726
2022-03-21,12279.352490234422
2022-03-22,22564.43566123396
2022-03-23,-10690.019685074687
2022-03-24,36992.711947918404
2022-03-25,3613.9267017804086
2022-03-28,15154.33554898901
2022-03-29,11346.208747407189
2022-03-30,-7022.316432063468
2022-03-31,-27499.770515177166
2022-04-01,697.2025023452006
2022-04-04,28558.727234886494
2022-04-05,-29233.379755473463
2022-04-06,-31927.618734364165
2022-04-07,4465.798472232185
2022-04-08,-12403.206591642927
2022-04-11,-44847.706691962434
2022-04-12,-1763.3166252549272
2022-04-13,21315.296443331754
2022-04-14,-26760.265665214974
2022-04-18,12371.076237345813
2022-04-19,20155.902338083135
2022-04-20,-19918.42669701646
2022-04-21,-26444.54189585033
2022-04-22,-35122.18810720625
2022-04-25,5595.626241841121
2022-04-26,-52410.255361222895
2022-04-27,425.1896281549707
2022-04-28,50038.33334752661
2022-04-29,-53402.252924104454
2022-05-02,24116.749885542784
2022-05-03,8663.827681549825
2022-05-04,46184.52336961753
2022-05-05,-63553.54330209945
2022-05-06,-1727.31734392629
2022-05-09,-67101.17623485555
2022-05-10,13111.19530551252
2022-05-11,-29817.78961618943
2022-05-12,-9954.50821674685
2022-05-13,43390.82825978147
2022-05-16,-7472.137988878414
2022-05-17,30825.73321652203
2022-05-18,-54794.26841661683
2022-05-19,-1858.363368626684
2022-05-20,-7135.768546718173
2022-05-23,28244.128018591786
2022-05-24,-24449.63432397996
2022-05-25,20220.305756147718
2022-05-26,29318.508346693357
2022-05-27,36933.311586246826
2022-05-31,-4579.178445193917
2022-06-01,-4105.640876267804
2022-06-02,29130.33295562328
2022-06-03,-31416.819749629823
2022-06-06,7837.187010598835
2022-06-07,18974.570603153436
2022-06-08,-2706.7550120933447
2022-06-09,-32139.039315939182
2022-06-10,-43567.49479443533
2022-06-13,-58809.2338774011
2022-06-14,1355.5674466078635
2022-06-15,23408.554687473457
2022-06-16,-45292.65672254283
2022-06-17,-5264.665641237749
2022-06-21,48490.22104942426
2022-06-22,-10255.74660737603
2022-06-23,2631.5668775714003
2022-06-24,37419.896973210154
2022-06-27,-641.5174620011821
2022-06-28,-23572.65044687735
2022-06-29,-7246.171786265215
2022-06-30,-23309.450591685716
2022-07-01,7960.75759919663
2022-07-05,9007.21260467521
2022-07-06,4297.798507572152
2022-07-07,30592.18128708261
2022-07-08,3583.2240224345587
2022-07-11,-27648.193685296457
2022-07-12,-12316.846074585803
2022-07-13,-4583.575225311564
2022-07-14,-5302.891402768204
2022-07-15,27949.282075066818
2022-07-18,-2812.733675324125
2022-07-19,37970.550503402716
2022-07-20,14016.987988650333
2022-07-21,14139.919446317945
2022-07-22,-24968.170118769398
2022-07-25,2664.831165247131
2022-07-26,-23401.872093607904
2022-07-27,52565.76681581419
2022-07-28,11304.41009788122
2022-07-29,35781.647452695295
2022-08-01,-10373.157392377732
2022-08-02,-3536.295720154885
2022-08-03,18445.357158973813
2022-08-04,-7095.942002774449
2022-08-05,-7387.867355578579
2022-08-08,-9105.1064010486
2022-08-09,-4424.78100125608
2022-08-10,33957.884587027365
2022-08-11,-1590.676595879253
2022-08-12,29654.126520411577
2022-08-15,4355.630616734037
2022-08-16,-3606.3406573939137
2022-08-17,-9512.911388620036
2022-08-18,7830.048949846765
2022-08-19,-24400.50252129766
2022-08-22,-27322.510754854186
2022-08-23,9031.038244953146
2022-08-24,3180.1722712186165
2022-08-25,21026.313094632
2022-08-26,-49982.43972967891
2022-08-29,-4715.815203141654
2022-08-30,-22478.497865233803
2022-08-31,-9143.169155459153
2022-09-01,-7318.39519155561
2022-09-02,-11394.668949360494
2022-09-06,-5988.889918725239
2022-09-07,15812.072264484828
2022-09-08,8999.785670530284
2022-09-09,24012.579616631614
2022-09-12,16897.110565912444
2022-09-13,-63945.119991419604
2022-09-14,11517.282612847164
2022-09-15,-13281.272189192241
2022-09-16,-8262.832715697354
2022-09-19,9884.659498787485
2022-09-20,-9457.648748779902
2022-09-21,-22499.756884026807
2022-09-22,-10191.715121551184
2022-09-23,-29325.558694752166
2022-09-26,-11340.72447916423
2022-09-27,6439.705377599457
2022-09-28,24682.057859555352
2022-09-29,-29900.184262815164
2022-09-30,-16880.22064919281
2022-10-03,24708.450840994716
2022-10-04,37186.6010657181
2022-10-05,6481.547448744299
2022-10-06,-432.634188947035
2022-10-07,-41843.74622772238
2022-10-10,-14961.147272194037
2022-10-11,-14351.373531852849
2022-10-12,2357.4494844933506
2022-10-13,32315.857680506073
2022-10-14,-31063.565367340576
2022-10-17,39521.63825633284
2022-10-18,7601.077120338799
2022-10-19,3952.0873358787503
2022-10-20,-5407.357627169229
2022-10-21,28147.455012099817
2022-10-24,9998.528794579674
2022-10-25,17116.282652005553
2022-10-26,-24878.902146638604
2022-10-27,-20211.357405946357
2022-10-28,31993.298683869187
2022-10-31,-10243.59253941942
2022-11-01,-8436.493450800423
2022-11-02,-32817.732993305195
2022-11-03,-8151.581619632663
2022-11-04,15433.774650693405
2022-11-07,10510.417340791551
2022-11-08,4248.87348800106
2022-11-09,-38500.06548530026
2022-11-10,66326.32398044108
2022-11-11,19418.836161277257
2022-11-14,-10561.372222274309
2022-11-15,8412.526857314166
2022-11-16,-12327.722296198364
2022-11-17,-3467.66610815865
2022-11-18,-1551.6352301379666
2022-11-21,-19301.604582358617
2022-11-22,24104.237663470907
2022-11-23,15173.519684359664
2022-11-25,-4845.50628896337
2022-11-28,-23969.437202327885
2022-11-29,-4505.618291345192
2022-11-30,49626.66181133501
2022-12-01,-4398.981366482563
2022-12-02,-5655.235143044731
2022-12-05,-25292.441950116307
2022-12-06,-25299.079102303134
2022-12-07,-5186.149594430113
2022-12-08,15482.021747214254
2022-12-09,-7392.09185497649
2022-12-12,16090.560532970354
2022-12-13,10765.478800513316
2022-12-14,-9680.693332488649
2022-12-15,-31741.077742968453
2022-12-16,-13209.045803146204
2022-12-19,-10152.793192225276
2022-12-20,-289.30525405635126
2022-12-21,16441.985449673375
2022-12-22,-31486.680803599767
2022-12-23,10211.324044572422
2022-12-27,-15671.846506961621
2022-12-28,-11491.9611106487
2022-12-29,23159.537555290153
2022-12-30,3751.522706481861
2023-01-03,-21199.70478288876
2023-01-04,-1224.319319181377
2023-01-05,-10825.203701575985
2023-01-06,20516.106927163433
2023-01-09,5515.6036469009705
2023-01-10,10534.48298438266
2023-01-11,21174.184112233343
2023-01-12,11804.216078130528
2023-01-13,7916.260318618268
2023-01-17,4679.689785447437
2023-01-18,-20075.168478588574
2023-01-19,-2087.634098036913
2023-01-20,32251.063827825943
2023-01-23,21915.093249611557
2023-01-24,3734.9015433217864
2023-01-25,-4235.051023555221
2023-01-26,34192.03414455964
2023-01-27,11534.574390463065
2023-01-30,-30801.936273603
2023-01-31,24641.224509670166
2023-02-01,17628.416110975435
2023-02-02,27236.127931909636
2023-02-03,-10014.404602231225
2023-02-06,-2992.980768521782
2023-02-07,34397.115318321856
2023-02-08,-16008.18923248211
2023-02-09,-7022.314961045515
2023-02-10,1108.6549599103164
2023-02-13,12744.50228599459
2023-02-14,11226.713055516826
2023-02-15,2898.862548513105
2023-02-16,-24500.212359749246
2023-02-17,-14837.879744380713
2023-02-21,-25506.20560680679
2023-02-22,-3251.1761310005095
2023-02-23,28589.353563598823
2023-02-24,-14908.059738188982
2023-02-27,8362.754868744407
2023-02-28,-4066.3856199635193
2023-03-01,-8060.156462836778
2023-03-02,5695.684863347327
2023-03-03,27061.50039218506
2023-03-06,2214.7648449267726
2023-03-07,-20750.777183442842
2023-03-08,88.97917100321501
2023-03-09,-26625.193515769904
2023-03-10,-12173.368479021592
2023-03-13,2250.231791680213
2023-03-14,30791.29909429839
2023-03-15,-12094.893893491942
2023-03-16,31256.258474905044
2023-03-17,-10146.393241628539
2023-03-20,11020.637856321177
2023-03-21,34211.12081839284
2023-03-22,-17058.697536016116
2023-03-23,8490.762905062176
2023-03-24,-919.2179407817312
2023-03-27,1341.528556281235
2023-03-28,-4877.386971394531
2023-03-29,18659.28153230762
2023-03-30,10087.123523750575
2023-03-31,20145.81252234499
2023-04-03,20891.640255413484
2023-04-04,-7985.901277657365
2023-04-05,-3198.0534006352536
2023-04-06,7745.61156435241
2023-04-10,-2217.1428111512214
2023-04-11,-4827.98549007508
2023-04-12,-10310.391719446518
2023-04-13,21025.055897004902
2023-04-14,6836.900462233229
2023-04-17,-4806.829944140976
2023-04-18,9473.595557359513
2023-04-19,-5031.831915218616
2023-04-20,-17888.071140829474
2023-04-21,1269.9515846488066
2023-04-24,4425.796751977876
2023-04-25,-24014.0434743003
2023-04-26,6406.200070769293
2023-04-27,38630.59191434202
2023-04-28,10984.733980434248
2023-05-01,-493.71939640841447
2023-05-02,-24390.23795711086
2023-05-03,-14513.839008268667
2023-05-04,-11625.839612999931
2023-05-05,33894.11193600134
2023-05-08,7099.918165930547
2023-05-09,-8742.112650034484
2023-05-10,9486.926031808136
2023-05-11,89.88534694118425
2023-05-12,-6589.377961782506
2023-05-15,5376.050445919624
2023-05-16,-1807.3748036769684
2023-05-17,27722.486671635415
2023-05-18,24089.05889082444
2023-05-19,-2618.4168617238756
2023-05-22,2432.206583479652
2023-05-23,-11050.736695582047
2023-05-24,-108.76608047634363
2023-05-25,61406.99056797405
2023-05-26,24483.196724944515
2023-05-30,10362.977742274292
2023-05-31,-22750.903359551914
2023-06-01,32426.140916222474
2023-06-02,14002.405902196886
2023-06-05,-1615.8251645141281
2023-06-06,-2147.1923586786725
2023-06-07,-19332.970355038764
2023-06-08,18525.6144531928
2023-06-09,5736.592454064172
2023-06-12,15207.977601302788
2023-06-13,17112.000050986186
2023-06-14,3469.5503648289014
2023-06-15,14587.431084226351
2023-06-16,-8593.407814580481
2023-06-20,9319.179679195164
2023-06-21,-14367.763927065069
2023-06-22,11596.80875182501
2023-06-23,-15666.505854793591
2023-06-26,-26261.129696286516
2023-06-27,24351.916389273945
2023-06-28,-1009.6252073976211
2023-06-29,3021.3033506877255
2023-06-30,27789.49449593923
2023-07-03,6421.410476156278
2023-07-05,605.7447710882407
2023-07-06,-18851.84738498833
2023-07-07,-1665.9048478659242
2023-07-10,-7185.106059563113
2023-07-11,10433.394721669843
2023-07-12,22060.7575588536
2023-07-13,25842.68588300189
2023-07-14,-909.3755439347588
2023-07-17,18601.64246155112
2023-07-18,18124.17202111613
2023-07-19,-488.35954618640244
2023-07-20,-34012.41757728113
2023-07-21,-13978.60237587057
2023-07-24,14969.415250752587
2023-07-25,12183.364822264295
2023-07-26,-197.85658629564568
2023-07-27,-767.3498026235029
2023-07-28,24508.58926002239
2023-07-31,8359.920534961857
2023-08-01,-8677.157297998667
2023-08-02,-40578.58379928232
2023-08-03,8405.338566427818
2023-08-04,-2378.756803464843
2023-08-07,13479.365388249978
2023-08-08,-11443.132160086418
2023-08-09,-26317.648754908936
2023-08-10,2581.994424743345
2023-08-11,-8716.614274873165
2023-08-14,30173.296376430895
2023-08-15,-21567.671872684266
2023-08-16,-19720.922821841203
2023-08-17,-8643.291474890197
2023-08-18,395.7479197487701
2023-08-21,39154.5864385888
2023-08-22,-13985.066604312276
2023-08-23,22246.784620905295
2023-08-24,-20269.305571914883
2023-08-25,3801.0997188207693
2023-08-28,14478.976637831423
2023-08-29,39115.53478193027
2023-08-30,9063.440545341931
2023-08-31,-1810.5161999971606
2023-09-01,-3835.369010426104
2023-09-05,8492.89254575828
2023-09-06,-20622.535066694254
2023-09-07,-9999.99645800679
2023-09-08,1419.8543609560002
2023-09-11,13407.596942929318
2023-09-12,-4523.326327737188
2023-09-13,8952.960768738994
2023-09-14,18357.071449478623
2023-09-15,-30277.632486541057
2023-09-18,2689.6612494618166
2023-09-19,-5584.077719933586
2023-09-20,-26042.605358783854
2023-09-21,-25796.508534591878
2023-09-22,1220.7154759448022
2023-09-25,15179.93647568603
2023-09-26,-18543.315152319614
2023-09-27,14248.913278150605
2023-09-28,13589.71850557113
2023-09-29,-5359.981282406254
2023-10-02,19674.84514760389
2023-10-03,-25829.68556541088
2023-10-04,9134.078195532784
2023-10-05,-138.60079622175545
2023-10-06,21764.285489196423
2023-10-09,10982.65952281747
2023-10-10,4939.932971608592
2023-10-11,6640.662495547673
2023-10-12,-3317.136127206497
2023-10-13,-9302.903765226714
2023-10-16,14036.843681759201
2023-10-17,-13270.61802192498
2023-10-18,-24337.815933612408
2023-10-19,-13016.271794378757
2023-10-20,-27753.65349212871
2023-10-23,9670.6555851507
2023-10-24,9665.134003725369
2023-10-25,-36355.803305695066
2023-10-26,-35258.54364931211
2023-10-27,954.3765305809211
2023-10-30,18079.738506437978
2023-10-31,1546.6862025372684
2023-11-01,27329.727174071828
2023-11-02,32655.32561478042
2023-11-03,13210.939319457393
2023-11-06,8184.06338424515
2023-11-07,7208.413003687514
2023-11-08,4567.545903987717
2023-11-09,-5783.46564670722
2023-11-10,32356.444498546887
2023-11-13,5017.020681525581
2023-11-14,26524.441146106226
2023-11-15,-6147.028567083878
2023-11-16,6717.630706381751
2023-11-17,2829.1338849894237
2023-11-20,16295.521003646776
2023-11-21,-4679.116461826488
2023-11-22,-3961.1363756454084
2023-11-24,-8490.306402589427
2023-11-27,196.02171968086623
2023-11-28,4864.752069291426
2023-11-29,-12044.895468618488
2023-11-30,-8556.167885304196
2023-12-01,-2492.990306341788
2023-12-04,-21254.74125456228
2023-12-05,11855.123163571348
2023-12-06,-18706.020047230413
2023-12-07,23273.434477311326
2023-12-08,15561.374273140216
2023-12-11,-18605.12074979185
2023-12-12,10355.426662257407
2023-12-13,11728.25592377386
2023-12-14,6213.156647772994
2023-12-15,8261.929410424782
2023-12-18,19525.05298525165
2023-12-19,7411.89318504557
2023-12-20,-26743.881575820735
2023-12-21,19546.50339887757
2023-12-22,-1134.7595374118537
2023-12-26,6679.488482628483
2023-12-27,2956.735940628452
2023-12-28,-4273.646980565274
2023-12-29,-5832.140682504512
2024-01-02,-12007.543931205058
2024-01-03,-8102.516218336532
2024-01-04,-4903.908054105006
2024-01-05,8209.544611341786
2024-01-08,35400.250170629006
2024-01-09,4053.4815949616022
2024-01-10,18218.251054449473
2024-01-11,1558.0291722409893
2024-01-12,-3096.284226393327
2024-01-16,689.0635334490798
2024-01-17,-8193.725981971715
2024-01-18,16866.168635647045
2024-01-19,29269.36600844306
2024-01-22,1522.5234583099373
2024-01-23,9999.19639637624
2024-01-24,21814.371432180284
2024-01-25,733.741172634298
2024-01-26,285.3273442783393
2024-01-29,22885.355392490048
2024-01-30,2581.8572940069716
2024-01-31,-43437.912576689385
2024-02-01,19407.476787812775
2024-02-02,66009.23961241497
2024-02-05,11487.047643852886
2024-02-06,-2854.9975151731633
2024-02-07,30351.578938551247
2024-02-08,1105.720639488427
2024-02-09,23684.381379820174
2024-02-12,-3569.009192301426
2024-02-13,-20851.27952162386
2024-02-14,24091.647618090035
2024-02-15,5843.958466577111
2024-02-16,-10254.175383264199
2024-02-20,-31565.198066778947
2024-02-21,-5882.78555708332
2024-02-22,107022.78903615661
2024-02-23,-4386.757529791677
2024-02-26,-5640.377197966678
2024-02-27,-3057.9920524326153
2024-02-28,-14987.822630850598
2024-02-29,20844.41552890092
2024-03-01,30234.778472018428
2024-03-04,1276.65598345967
2024-03-05,-10521.185032050591
2024-03-06,22289.587893170305
2024-03-07,48027.609667592216
2024-03-08,-39715.20381491864
2024-03-11,-13847.63112000795
2024-03-12,60886.30124588078
2024-03-13,-7918.583125342615
2024-03-14,-12582.895163546316
2024-03-15,-10637.192147201393
2024-03-18,26367.860696345102
2024-03-19,14895.892719542608
2024-03-20,22127.079478612635
2024-03-21,5682.367291808128
2024-03-22,23607.723988272715
2024-03-25,-42.59359620511532
2024-03-26,-20567.914777383674
2024-03-27,-6797.522725626361
2024-03-28,-611.2131056021899
2024-04-01,7698.879424491432
2024-04-02,-15087.432062565349
2024-04-03,2191.0593937793747
2024-04-04,-30623.09721834073
2024-04-05,35570.17416855693
2024-04-08,-6205.079711594619
2024-04-09,-7082.641341414303
2024-04-10,7056.632267938461
2024-04-11,39737.25820430182
2024-04-12,-45427.05773551343
2024-04-15,-36724.04476402607
2024-04-16,8340.48976564221
2024-04-17,-28791.83139734296
2024-04-18,5399.759012363851
2024-04-19,-72652.11006259266
2024-04-22,31334.29372567637
2024-04-23,38518.7844319623
2024-04-24,-12038.820461473428
2024-04-25,-19.086404845118523
2024-04-26,55325.86906532245
2024-04-29,4877.109959974419
2024-04-30,-38690.21956356708
2024-05-01,-24071.729205189273
2024-05-02,36309.20926146442
2024-05-03,39169.737129407935
2024-05-06,40647.05425397027
2024-05-07,-11638.852491520345
2024-05-08,1491.5664232880808
2024-05-09,208.69136043684557
2024-05-10,6363.165102141909
2024-05-13,3906.6883466667496
2024-05-14,20085.52466970589
2024-05-15,38421.996765923686
2024-05-16,-5813.728180759586
2024-05-17,-3289.1387850875035
2024-05-20,6037.81344912434
2024-05-21,14519.316234694328
2024-05-22,-15336.366814607754
2024-05-23,46768.80986444233
2024-05-24,33192.6661232207
2024-05-28,60635.33035491081
2024-05-29,-6542.866958489176
2024-05-30,-45715.28367960034
2024-05-31,8766.707540175878
2024-06-03,38911.138263848145
2024-06-04,8078.96237580711
2024-06-05,59641.18052117154
2024-06-06,-5574.495104209054
2024-06-07,-6929.082562272437
2024-06-10,12414.81896553794
2024-06-11,2411.6641367441043
2024-06-12,38915.62762014894
2024-06-13,30913.397207401693
2024-06-14,14048.548233033158
2024-06-17,1943.1103823399171
2024-06-18,27487.5301843849
2024-06-20,-28579.61451342469
2024-06-21,-33626.89537284756
2024-06-24,-52783.12727361638
2024-06-25,74202.05018721381
2024-06-26,14687.360860318877
2024-06-27,-6541.540269127581
2024-06-28,-10988.07715717936
2024-07-01,21774.238280023448
2024-07-02,8340.074445385486
2024-07-03,49137.454748472665
2024-07-05,1713.329855645541
2024-07-08,10433.479123347905
2024-07-09,25430.131933224387
2024-07-10,44058.5274202344
2024-07-11,-89508.75042306772
2024-07-12,12739.802808454726
2024-07-15,9590.53824547818
2024-07-16,-5731.39632655913
2024-07-17,-77054.2918505785
2024-07-18,11968.322699562646
2024-07-19,-37309.81280797208
2024-07-22,54824.29362476105
2024-07-23,-10908.298483375926
2024-07-24,-108776.0774658299
2024-07-25,-22034.820460961666
2024-07-26,21200.490418825764
2024-07-29,-7448.958006177563
2024-07-30,-53838.6200871272
2024-07-31,114009.1444508559
