date,portfolio_value
2024-07-17,2587083.558415416
2024-07-18,2599051.881114979
2024-07-19,2561742.0683070067
2024-07-22,2616566.361931768
2024-07-23,2605658.063448392
2024-07-24,2496881.985982562
2024-07-25,2474847.1655216003
2024-07-26,2496047.655940426
2024-07-29,2488598.6979342485
2024-07-30,2434760.0778471213
2024-07-31,2548769.222297977
2024-08-01,2475232.920152478
2024-08-02,2432415.0424120305
2024-08-05,2328854.7844156297
2024-08-06,2368024.964190899
2024-08-07,2328017.8886108235
2024-08-08,2404675.9331774563
2024-08-09,2414977.3139710687
2024-08-12,2448534.6721416344
2024-08-13,2523626.135259192
2024-08-14,2539075.1897128695
2024-08-15,2598472.495532716
2024-08-16,2610140.886517284
2024-08-19,2663982.947069874
2024-08-20,2632994.0677000745
2024-08-21,2642646.601560902
2024-08-22,2593913.1837393427
2024-08-23,2652254.2290476984
2024-08-26,2631456.0571254515
2024-08-27,2638518.3373761047
2024-08-28,2607401.4393738396
2024-08-29,2556501.5935632475
2024-08-30,2582953.6374277063
2024-09-03,2465697.226965625
2024-09-04,2448164.3278377564
2024-09-05,2459890.368177928
2024-09-06,2390793.3519525123
2024-09-09,2434417.3334072363
2024-09-10,2436642.656164831
2024-09-11,2515219.5984764216
2024-09-12,2549091.08530937
2024-09-13,2552545.5375508717
2024-09-16,2538541.0883691176
2024-09-17,2537912.5781028452
2024-09-18,2523006.811861276
2024-09-19,2592750.548586208
2024-09-20,2575435.8274538536
2024-09-23,2586328.124121309
2024-09-24,2621930.2994041196
2024-09-25,2636552.1594678885
2024-09-26,2634015.794585675
2024-09-27,2625565.1365577644
2024-09-30,2639738.1348497965
2024-10-01,2600332.8241861644
2024-10-02,2614051.4906964577
2024-10-03,2643303.308134295
2024-10-04,2685117.750208591
2024-10-07,2682069.627410752
2024-10-08,2724479.1560417023
2024-10-09,2728644.950749027
2024-10-10,2746153.6553357774
2024-10-11,2751302.430873082
2024-10-14,2785352.9032389508
2024-10-15,2712475.2117803446
2024-10-16,2743955.3120224397
2024-10-17,2749678.5123230238
2024-10-18,2762989.6928195767
2024-10-21,2806317.881858887
2024-10-22,2815137.8560821214
2024-10-23,2761025.7923279405
2024-10-24,2787507.1692894674
2024-10-25,2806407.7131262054
2024-10-28,2801928.8297834313
2024-10-29,2811832.6676442483
2024-10-30,2799995.392237934
2024-10-31,2712420.6185613577
2024-11-01,2735737.242364618
2024-11-04,2734988.735063598
2024-11-05,2783185.8209587256
2024-11-06,2895408.1873320504
2024-11-07,2937815.765221005
2024-11-08,2935373.1253537196
2024-11-11,2927051.7984281797
2024-11-12,2943850.479018487
2024-11-13,2931058.237013914
2024-11-14,2920701.1743312962
2024-11-15,2861348.951758152
2024-11-18,2862143.620791715
2024-11-19,2916020.982193532
2024-11-20,2913237.966453486
2024-11-21,2910754.867388897
2024-11-22,2878377.0701780585
2024-11-25,2839704.583168838
2024-11-26,2855732.36051464
2024-11-27,2835597.178945437
2024-11-29,2869281.0859376276
2024-12-02,2890179.7618226535
2024-12-03,2909364.6500061606
2024-12-04,2949896.358331428
2024-12-05,2947951.3538947017
2024-12-06,2937697.8313307445
2024-12-09,2909959.2833015844
2024-12-10,2898268.9150729817
2024-12-11,2951161.895738767
2024-12-12,2921837.207784105
2024-12-13,2894617.7031250815
2024-12-16,2892089.670898489
2024-12-17,2879323.9971790216
2024-12-18,2808836.1456866907
2024-12-19,2819739.8937293217
2024-12-20,2856745.21683556
2024-12-23,2911723.605798764
2024-12-24,2944064.0957203903
2024-12-26,2937595.401669188
2024-12-27,2890901.751222069
2024-12-30,2872471.777784587
2024-12-31,2838751.7682520365
2025-01-02,2857714.544836392
2025-01-03,2933787.0186138977
2025-01-06,2991800.6484456956
2025-01-07,2904570.195508211
2025-01-08,2899452.6407762407
2025-01-10,2852495.2961164867
2025-01-13,2846327.975553153
2025-01-14,2828273.697943782
2025-01-15,2912537.5339376437
2025-01-16,2862081.643979879
2025-01-17,2916821.2537424574
2025-01-21,2946020.2234394434
2025-01-22,2997809.887541265
2025-01-23,3010156.9639618173
2025-01-24,2972611.0054654293
2025-01-27,2788546.839228075
2025-01-28,2888328.1021412476
2025-01-29,2842967.1492584897
2025-01-30,2855473.0703524244
2025-01-31,2817842.5099508734
2025-02-03,2776601.3883639793
2025-02-04,2819549.8266107733
2025-02-05,2840538.0856694295
2025-02-06,2873502.4107255684
2025-02-07,2856854.034877354
2025-02-10,2890771.7629360445
2025-02-11,2884302.245045002
2025-02-12,2863695.6855029482
2025-02-13,2917000.2673657928
2025-02-14,2944742.1983685894
2025-02-18,2939701.262820483
2025-02-19,2943795.5273876814
2025-02-20,2934461.7181330672
2025-02-21,2849409.896238059
2025-02-24,2802852.1940080053
2025-02-25,2746988.1985422955
2025-02-26,2775488.9621464247
2025-02-27,2670418.3208091785
2025-02-28,2735455.30025418
2025-03-03,2612448.1534128617
2025-03-04,2611004.402891735
2025-03-05,2636661.5136898635
2025-03-06,2565615.044668683
2025-03-07,2584723.483373816
2025-03-10,2482252.584920312
2025-03-11,2487702.5401184
2025-03-12,2554130.8766567186
2025-03-13,2519338.578965749
2025-03-14,2607551.6496979757
2025-03-17,2592765.058778455
2025-03-18,2540261.822363517
2025-03-19,2579316.8404072276
2025-03-20,2588701.8145573097
2025-03-21,2601756.679307084
2025-03-24,2668779.6575175957
2025-03-25,2682406.229864117
2025-03-26,2609760.9746086593
2025-03-27,2583799.261291236
2025-03-28,2526748.891129265
2025-03-31,2523449.1411288963
2025-04-01,2551174.716566233
2025-04-02,2562135.365322414
2025-04-03,2403331.289643749
2025-04-04,2252788.9594986774
2025-04-07,2277227.5889705033
2025-04-08,2250705.255658725
2025-04-09,2542366.5752626834
2025-04-10,2425230.3843660075
2025-04-11,2485580.169014182
2025-04-14,2478686.844568217
2025-04-15,2477677.2252081535
2025-04-16,2387083.2866245806
2025-04-17,2330579.144480524
2025-04-21,2253125.0630002334
2025-04-22,2310317.328230851
2025-04-23,2371173.4865739755
2025-04-24,2431321.176047493
2025-04-25,2486760.849198253
2025-04-28,2468894.182720774
2025-04-29,2474097.7493222733
2025-04-30,2458236.609108759
2025-05-01,2507529.917810295
2025-05-02,2549122.341257465
2025-05-05,2528248.1063482286
2025-05-06,2514008.875731584
2025-05-07,2530375.171141907
2025-05-08,2551664.5592427817
2025-05-09,2551260.3465968724
2025-05-12,2667953.573858356
2025-05-13,2721202.659280344
2025-05-14,2775354.319953631
2025-05-15,2753206.490166063
2025-05-16,2766714.609664742
2025-05-19,2765713.92458543
2025-05-20,2747981.8974307026
2025-05-21,2707355.1913720933
2025-05-22,2718465.9982698685
2025-05-23,2691139.648785606
2025-05-27,2761300.466884743
2025-05-28,2746417.0287405974
2025-05-29,2783860.292851529
2025-05-30,2749428.05187326
2025-06-02,2776760.431809825
2025-06-03,2805618.752831916
2025-06-04,2810598.2299320786
2025-06-05,2771052.7500331216
2025-06-06,2819973.8495230447
2025-06-09,2838384.0273242947
2025-06-10,2870645.5136377504
2025-06-11,2860349.037170271
2025-06-12,2878769.765529515
2025-06-13,2850732.68484432
2025-06-16,2893775.00117133
2025-06-17,2881868.128622386
2025-06-18,2892470.2140238658
2025-06-20,2871332.667649596
2025-06-23,2886724.4476508424
2025-06-24,2916878.0977378786
2025-06-25,2966852.742951067
2025-06-26,2995720.5578728653
2025-06-27,3026321.323373346
2025-06-30,3024985.5889106323
2025-07-01,2983820.187100838
2025-07-02,3025151.5384918423
2025-07-03,3059341.6915077874
2025-07-07,3027073.278408225
2025-07-08,3038968.4948970373
2025-07-09,3071281.317783135
2025-07-10,3092075.5472683725
2025-07-11,3102476.6475793216
2025-07-14,3094713.2566525443
2025-07-15,3134028.653640172
2025-07-16,3138328.255046861
2025-07-17,3153903.631129016
2025-07-18,3146251.953325758
2025-07-21,3150431.569290902
2025-07-22,3117889.2483938425
2025-07-23,3160420.2236267906
2025-07-24,3177151.368668757
2025-07-25,3182567.583127245
2025-07-28,3215921.986048203
2025-07-29,3195057.341211814
2025-07-30,3221100.9420313896
2025-07-31,3231918.5069803055
2025-08-01,3149549.315687842
2025-08-04,3220173.1722212248
2025-08-05,3198694.1185931223
2025-08-06,3225491.6238621594
2025-08-07,3231484.944051215
2025-08-08,3271465.075525669
2025-08-11,3264504.219768192
2025-08-12,3297686.928665856
2025-08-13,3285797.0600210954
2025-08-14,3296463.6056434684
2025-08-15,3289611.9091120334
2025-08-18,3297537.7550544553
2025-08-19,3232253.2123527485
2025-08-20,3219307.583936382
2025-08-21,3211886.411727316
2025-08-22,3275892.477744333
2025-08-25,3291652.0401703394
2025-08-26,3309791.7759760004
2025-08-27,3314342.576157747
2025-08-28,3315625.53207236
2025-08-29,3263696.6274938025
2025-09-02,3227011.07612521
2025-09-03,3249844.406563551
2025-09-04,3280320.8743148176
2025-09-05,3229871.054304678
2025-09-08,3241252.8180233994
2025-09-09,3285822.8114786237
2025-09-10,3328186.1217825883
2025-09-11,3344872.891891239
2025-09-12,3370509.9535051337
2025-09-15,3400145.3319597063
2025-09-16,3392125.636680842
2025-09-17,3359902.9531546216
2025-09-18,3399696.2124888413
2025-09-19,3418671.07147595
2025-09-22,3469069.3737034635
2025-09-23,3421091.295927144
2025-09-24,3415695.3396223327
2025-09-25,3409197.809404303
2025-09-26,3427637.0993536827
2025-09-29,3447165.2329731113
2025-09-30,3475106.214471432
2025-10-01,3478548.8543894435
2025-10-02,3483409.3425702127
2025-10-03,3474238.8191913194
2025-10-06,3483869.3382528136
2025-10-07,3463872.7983078915
2025-10-08,3499493.7851319835
2025-10-09,3521562.1528415517
2025-10-10,3390007.8309354964
2025-10-13,3469206.1282797465
2025-10-14,3394713.526277171
2025-10-15,3407771.331820655
2025-10-16,3404989.4030515878
2025-10-17,3431723.9080092534
2025-10-20,3459823.5684559224
2025-10-21,3439683.2819853616
2025-10-22,3430292.1776822987
2025-10-23,3457282.085770142
2025-10-24,3502201.2571937316
2025-10-27,3581749.8760490143
2025-10-28,3661805.387591755
2025-10-29,3717898.8133802502
2025-10-30,3637853.6497917543
2025-10-31,3642805.866671164
2025-11-03,3679169.0818267046
2025-11-04,3592198.9744414515
2025-11-05,3581143.0982402917
2025-11-06,3506598.7801884585
2025-11-07,3503702.569958064
2025-11-10,3622813.8433789406
2025-11-11,3586689.4957665307
2025-11-12,3575496.7025158475
2025-11-13,3483235.422820053
2025-11-14,3503799.4708777945
2025-11-17,3471189.0128854546
2025-11-18,3413419.9633333823
2025-11-19,3456141.561052154
2025-11-20,3389537.5574169946
2025-11-21,3394014.252441104
2025-11-24,3466507.0998387937
2025-11-25,3452182.5783817363
2025-11-26,3478980.014001547
2025-11-28,3476187.3026253763
2025-12-01,3487255.6654019845
2025-12-02,3502202.061876084
2025-12-03,3503630.4267796627
2025-12-04,3538176.98222048
2025-12-05,3535985.7653246196
2025-12-08,3540938.8520366033
2025-12-09,3532993.117982266
2025-12-10,3538790.1471010586
2025-12-11,3516989.0109565817
2025-12-12,3465679.130608465
2025-12-15,3472912.7203802164
2025-12-16,3477416.2152538407
2025-12-17,3405503.692933911
2025-12-18,3450942.8154782015
2025-12-19,3512294.965808226
2025-12-22,3547096.330449231
2025-12-23,3605186.04861102
2025-12-24,3606271.607713188
2025-12-26,3613954.064080016
2025-12-29,3587470.3251586915
2025-12-30,3585173.426441016
2025-12-31,3564569.883341968
2026-01-02,3579850.0090252175
2026-01-05,3603193.652753377
2026-01-06,3581980.260879423
2026-01-07,3584525.527030781
2026-01-08,3574813.6637934055
2026-01-09,3588580.339558537
2026-01-12,3582568.5129467733
2026-01-13,3577320.8516755835
2026-01-14,3545984.9172211657
2026-01-15,3571650.26143305
2026-01-16,3564175.541408664
2026-01-20,3459370.761940277
2026-01-21,3522796.8646316645
2026-01-22,3566732.2200716976
2026-01-23,3598346.6040339735
2026-01-26,3603445.1003336506
2026-01-27,3614022.2509239987
2026-01-28,3641455.8638734096
2026-01-29,3662419.852969627
2026-01-30,3647471.492546594
2026-02-02,3604715.217344272
2026-02-03,3566729.544967332
2026-02-04,3511325.6234938144
2026-02-05,3458461.3063161625
2026-02-06,3574530.3984244713
2026-02-09,3628282.409430142
2026-02-10,3605790.2050961903
2026-02-11,3611009.6281360853
2026-02-12,3538911.195956181
2026-02-13,3492670.7307119383
2026-02-17,3503853.34015736
2026-02-18,3548674.2987728757
2026-02-19,3545919.133925186
2026-02-20,3576324.5747610177
2026-02-23,3561797.517189306
2026-02-24,3577325.1612821533
2026-02-25,3625640.903736466
2026-02-26,3534823.8387805023
2026-02-27,3473788.0115295886
2026-03-02,3515808.4367689225
2026-03-03,3485494.5966634722
2026-03-04,3516931.882864054
2026-03-05,3512439.251262244
2026-03-06,3448219.9972120575
2026-03-09,3497019.589625099
2026-03-10,3507465.7194520384
2026-03-11,3531497.7788993623
2026-03-12,3483463.734496685
2026-03-13,3450236.8617324233
2026-03-16,3497560.796629178
2026-03-17,3502723.2500358177
2026-03-18,3467693.1132314643
2026-03-19,3442351.0260569183
2026-03-20,3375769.274725308
2026-03-23,3420489.3545942227
2026-03-24,3409380.1832533656
2026-03-25,3437184.325558429
2026-03-26,3342564.8498278246
2026-03-27,3286877.315717531
2026-03-30,3272699.721942052
2026-03-31,3402364.356526818
2026-04-01,3409078.352180656
2026-04-02,3411183.998501294
2026-04-06,3429628.0180430384
2026-04-07,3445466.748037015
2026-04-08,3498613.1999912653
2026-04-09,3528319.567189449
2026-04-10,3558044.7565507777
2026-04-13,3584162.5920901867
2026-04-14,3665670.5613618228
2026-04-15,3712386.842848103
2026-04-16,3723758.2777162404
2026-04-17,3758655.3851672607
2026-04-20,3754620.684896459
2026-04-21,3732581.738195294
2026-04-22,3782419.4310654677
2026-04-23,3742500.952482465
2026-04-24,3822103.519738883
2026-04-27,3891547.5955344103
2026-04-28,3875114.2775410507
2026-04-29,3853966.538130447
2026-04-30,3799599.5622031786
2026-05-01,3800940.685994389
2026-05-04,3797995.468020207
2026-05-05,3794255.9904354494
2026-05-06,3891452.0483445856
2026-05-07,3913741.7049779235
2026-05-08,3945775.5400930303
2026-05-11,3977656.796316564
2026-05-12,3991565.807035173
2026-05-13,4062758.9911704278
2026-05-14,4138907.2188138827
2026-05-15,4064521.7468017335
2026-05-18,4044422.1044041016
2026-05-19,4010331.1113550155
2026-05-20,4033043.589656333
2026-05-21,4003962.2009734777
2026-05-22,3976258.191163468
2026-05-26,3962633.9168677647
2026-05-27,3950886.096477596
2026-05-28,3969704.7897625016
2026-05-29,3936143.7217663284
2026-06-01,4016575.2172420505
2026-06-02,3988790.8929968528
2026-06-03,3926977.3493073164
2026-06-04,3991086.3316493933
2026-06-05,3841268.2199055175
2026-06-08,3866101.426247567
2026-06-09,3840007.9879503953
2026-06-10,3754152.0182657884
2026-06-11,3789522.9432461043
2026-06-12,3800168.336660649
2026-06-15,3874488.242287648
2026-06-16,3852157.876394646
2026-06-17,3785416.2868315587
2026-06-18,3832290.799934894
2026-06-22,3787695.10705295
2026-06-23,3716217.9869353445
2026-06-24,3687955.360528131
2026-06-25,3637067.5795744522
2026-06-26,3625197.4782525334
2026-06-29,3678001.8197287447
2026-06-30,3731254.126500685
2026-07-01,3756858.6490959236
2026-07-02,3727276.117898884
2026-07-06,3760221.784883349
2026-07-07,3791088.1719714627
2026-07-08,3819524.608104489
2026-07-09,3821779.092825283
2026-07-10,3898572.625941088
2026-07-13,3848301.0641245204
2026-07-14,3925429.5269809673
2026-07-15,3970765.293482313
2026-07-16,3911199.8114020536
2026-07-17,3854312.114590098
2026-07-20,3858952.2752229297
2026-07-21,3904780.949782404
2026-07-22,3929729.92424136
